Freq.	V(vout2)
1.51356124843620e+01	(1.89299514390472e+00dB,-1.22280405240057e+01°)
1.54881661891248e+01	(1.99358211894965e+00dB,-1.26656396091531e+01°)
1.58489319246111e+01	(2.09984786662577e+00dB,-1.31281738818202e+01°)
1.62181009735892e+01	(2.21215812886853e+00dB,-1.36178842109238e+01°)
1.65958690743755e+01	(2.33090570485660e+00dB,-1.41372871954439e+01°)
1.69824365246174e+01	(2.45651244425918e+00dB,-1.46892175372682e+01°)
1.73780082874937e+01	(2.58943126352427e+00dB,-1.52768781594888e+01°)
1.77827941003892e+01	(2.73014811713015e+00dB,-1.59038996891924e+01°)
1.81970085860998e+01	(2.87918381960843e+00dB,-1.65744112942123e+01°)
1.86208713666286e+01	(3.03709556199042e+00dB,-1.72931253205058e+01°)
1.90546071796324e+01	(3.20447789108816e+00dB,-1.80654387383370e+01°)
1.94984459975804e+01	(3.38196281149536e+00dB,-1.88975550893571e+01°)
1.99526231496887e+01	(3.57021851359492e+00dB,-1.97966314482707e+01°)
2.04173794466952e+01	(3.76994600473596e+00dB,-2.07709558778363e+01°)
2.08929613085403e+01	(3.98187259404297e+00dB,-2.18301619474790e+01°)
2.13796208950222e+01	(4.20674070930847e+00dB,-2.29854880389164e+01°)
2.18776162394954e+01	(4.44528984324942e+00dB,-2.42500902178380e+01°)
2.23872113856833e+01	(4.69822844649037e+00dB,-2.56394180716283e+01°)
2.29086765276776e+01	(4.96619118392421e+00dB,-2.71716624348561e+01°)
2.34422881531991e+01	(5.24967499200983e+00dB,-2.88682810951166e+01°)
2.39883291901948e+01	(5.54894463416064e+00dB,-3.07546011134774e+01°)
2.45470891568502e+01	(5.86389478758703e+00dB,-3.28604802899863e+01°)
2.51188643150957e+01	(6.19385109823048e+00dB,-3.52209787358250e+01°)
2.57039578276885e+01	(6.53728757031829e+00dB,-3.78769334953559e+01°)
2.63026799189537e+01	(6.89143372312238e+00dB,-4.08752284727923e+01°)
2.69153480392690e+01	(7.25174621817980e+00dB,-4.42683883998209e+01°)
2.75422870333815e+01	(7.61123480011095e+00dB,-4.81128843334312e+01°)
2.81838293126444e+01	(7.95967711210626e+00dB,-5.24652383627564e+01°)
2.88403150312659e+01	(8.28285369127987e+00dB,-5.73747756745656e+01°)
2.95120922666637e+01	(8.56210049929556e+00dB,-6.28720168603522e+01°)
3.01995172040200e+01	(8.77468510858591e+00dB,-6.89528254366573e+01°)
3.09029543251358e+01	(8.89562526095933e+00dB,-7.55611277328825e+01°)
3.16227766016837e+01	(8.90130428463754e+00dB,-8.25769323313720e+01°)
3.23593656929627e+01	(8.77436555868016e+00dB,-8.98187851367667e+01°)
3.31131121482590e+01	(8.50818662519598e+00dB,-9.70663130408798e+01°)
3.38844156139201e+01	(8.10877665938381e+00dB,-1.04098120203008e+02°)
3.46736850452530e+01	(7.59305034529753e+00dB,-1.10730112953005e+02°)
3.54813389233574e+01	(6.98443353072358e+00dB,-1.16839023879608e+02°)
3.63078054770100e+01	(6.30794065675843e+00dB,-1.22365796660161e+02°)
3.71535229097171e+01	(5.58647363379177e+00dB,-1.27304106469324e+02°)
3.80189396320559e+01	(4.83891752996690e+00dB,-1.31683151772358e+02°)
3.89045144994279e+01	(4.07970706202572e+00dB,-1.35551634372201e+02°)
3.98107170553495e+01	(3.31924669346448e+00dB,-1.38965922226551e+02°)
4.07380277804111e+01	(2.56466852615133e+00dB,-1.41982604003528e+02°)
4.16869383470333e+01	(1.82062067064563e+00dB,-1.44654455154746e+02°)
4.26579518801591e+01	(1.08994820973403e+00dB,-1.47028657926171e+02°)
4.36515832240164e+01	(3.74228806305680e-01dB,-1.49146347966934e+02°)
4.46683592150961e+01	(-3.25828250761037e-01dB,-1.51042861042303e+02°)
4.57088189614873e+01	(-1.01009459382508e+00dB,-1.52748298459965e+02°)
4.67735141287196e+01	(-1.67882024055842e+00dB,-1.54288196976474e+02°)
4.78630092322636e+01	(-2.33249309761126e+00dB,-1.55684192278134e+02°)
4.89778819368444e+01	(-2.97174269200307e+00dB,-1.56954624845956e+02°)
5.01187233627270e+01	(-3.59727495553305e+00dB,-1.58115069600298e+02°)
5.12861383991362e+01	(-4.20982859972549e+00dB,-1.59178787404940e+02°)
5.24807460249770e+01	(-4.81014640192409e+00dB,-1.60157104285964e+02°)
5.37031796370250e+01	(-5.39895673573410e+00dB,-1.61059727215691e+02°)
5.49540873857622e+01	(-5.97696210451935e+00dB,-1.61895005871281e+02°)
5.62341325190346e+01	(-6.54483243436008e+00dB,-1.62670149192124e+02°)
5.75439937337154e+01	(-7.10320157656643e+00dB,-1.63391404516215e+02°)
5.88843655355586e+01	(-7.65266595057727e+00dB,-1.64064205922606e+02°)
6.02559586074355e+01	(-8.19378459082074e+00dB,-1.64693297310356e+02°)
6.16595001861479e+01	(-8.72708009141617e+00dB,-1.65282834772366e+02°)
6.30957344480190e+01	(-9.25304010208676e+00dB,-1.65836471993756e+02°)
6.45654229034652e+01	(-9.77211913917656e+00dB,-1.66357431714004e+02°)
6.60693448007593e+01	(-1.02847405522915e+01dB,-1.66848565724840e+02°)
6.76082975391978e+01	(-1.07912985402026e+01dB,-1.67312405413970e+02°)
6.91830970918933e+01	(-1.12921601464329e+01dB,-1.67751204490304e+02°)
7.07945784384134e+01	(-1.17876671903579e+01dB,-1.68166975223802e+02°)
7.24435960074986e+01	(-1.22781381071359e+01dB,-1.68561519288697e+02°)
7.41310241300914e+01	(-1.27638696817240e+01dB,-1.68936454101486e+02°)
7.58577575029180e+01	(-1.32451386703225e+01dB,-1.69293235385525e+02°)
7.76247116628688e+01	(-1.37222033079709e+01dB,-1.69633176564773e+02°)
7.94328234724277e+01	(-1.41953047045216e+01dB,-1.69957465484332e+02°)
8.12830516164095e+01	(-1.46646681334204e+01dB,-1.70267178870048e+02°)
8.31763771102667e+01	(-1.51305042190165e+01dB,-1.70563294869804e+02°)
8.51138038202372e+01	(-1.55930100288088e+01dB,-1.70846703962108e+02°)
8.70963589956076e+01	(-1.60523700772985e+01dB,-1.71118218470873e+02°)
8.91250938133741e+01	(-1.65087572481041e+01dB,-1.71378580886747e+02°)
9.12010839355905e+01	(-1.69623336408035e+01dB,-1.71628471163600e+02°)
9.33254300796986e+01	(-1.74132513486660e+01dB,-1.71868513132492e+02°)
9.54992586021431e+01	(-1.78616531730721e+01dB,-1.72099280153547e+02°)
9.77237220955805e+01	(-1.83076732800204e+01dB,-1.72321300108011e+02°)
9.99999999999995e+01	(-1.87514378037205e+01dB,-1.72535059817535e+02°)
1.02329299228075e+02	(-1.91930654018683e+01dB,-1.72741008964997e+02°)
1.04712854805089e+02	(-1.96326677668186e+01dB,-1.72939563580490e+02°)
1.07151930523760e+02	(-2.00703500965038e+01dB,-1.73131109147037e+02°)
1.09647819614318e+02	(-2.05062115286123e+01dB,-1.73316003373041e+02°)
1.12201845430196e+02	(-2.09403455412179e+01dB,-1.73494578671963e+02°)
1.14815362149688e+02	(-2.13728403227689e+01dB,-1.73667144384263e+02°)
1.17489755493952e+02	(-2.18037791140743e+01dB,-1.73833988771989e+02°)
1.20226443461741e+02	(-2.22332405246844e+01dB,-1.73995380812357e+02°)
1.23026877081237e+02	(-2.26612988258412e+01dB,-1.74151571813322e+02°)
1.25892541179416e+02	(-2.30880242219744e+01dB,-1.74302796871152e+02°)
1.28824955169313e+02	(-2.35134831025365e+01dB,-1.74449276187543e+02°)
1.31825673855640e+02	(-2.39377382758052e+01dB,-1.74591216261620e+02°)
1.34896288259165e+02	(-2.43608491861348e+01dB,-1.74728810970301e+02°)
1.38038426460288e+02	(-2.47828721160006e+01dB,-1.74862242548896e+02°)
1.41253754462275e+02	(-2.52038603740609e+01dB,-1.74991682482370e+02°)
1.44543977074592e+02	(-2.56238644703505e+01dB,-1.75117292316515e+02°)
1.47910838816820e+02	(-2.60429322796202e+01dB,-1.75239224397188e+02°)
1.51356124843620e+02	(-2.64611091937473e+01dB,-1.75357622544851e+02°)
1.54881661891247e+02	(-2.68784382640595e+01dB,-1.75472622670826e+02°)
1.58489319246110e+02	(-2.72949603343442e+01dB,-1.75584353340987e+02°)
1.62181009735892e+02	(-2.77107141652441e+01dB,-1.75692936291964e+02°)
1.65958690743755e+02	(-2.81257365506850e+01dB,-1.75798486904396e+02°)
1.69824365246173e+02	(-2.85400624269229e+01dB,-1.75901114637288e+02°)
1.73780082874936e+02	(-2.89537249747493e+01dB,-1.76000923427094e+02°)
1.77827941003891e+02	(-2.93667557153513e+01dB,-1.76098012054775e+02°)
1.81970085860997e+02	(-2.97791846002771e+01dB,-1.76192474483746e+02°)
1.86208713666286e+02	(-3.01910400959255e+01dB,-1.76284400171331e+02°)
1.90546071796323e+02	(-3.06023492629426e+01dB,-1.76373874356079e+02°)
1.94984459975803e+02	(-3.10131378308754e+01dB,-1.76460978323074e+02°)
1.99526231496887e+02	(-3.14234302684104e+01dB,-1.76545789649132e+02°)
2.04173794466952e+02	(-3.18332498494925e+01dB,-1.76628382429641e+02°)
2.08929613085403e+02	(-3.22426187156030e+01dB,-1.76708827488590e+02°)
2.13796208950222e+02	(-3.26515579344488e+01dB,-1.76787192573198e+02°)
2.18776162394954e+02	(-3.30600875553003e+01dB,-1.76863542534450e+02°)
2.23872113856832e+02	(-3.34682266611933e+01dB,-1.76937939494677e+02°)
2.29086765276776e+02	(-3.38759934181983e+01dB,-1.77010443003252e+02°)
2.34422881531991e+02	(-3.42834051219424e+01dB,-1.77081110181364e+02°)
2.39883291901947e+02	(-3.46904782415573e+01dB,-1.77149995856738e+02°)
2.45470891568501e+02	(-3.50972284612134e+01dB,-1.77217152689102e+02°)
2.51188643150956e+02	(-3.55036707193899e+01dB,-1.77282631287130e+02°)
2.57039578276885e+02	(-3.59098192460181e+01dB,-1.77346480317525e+02°)
2.63026799189536e+02	(-3.63156875976284e+01dB,-1.77408746606841e+02°)
2.69153480392690e+02	(-3.67212886906185e+01dB,-1.77469475236610e+02°)
2.75422870333815e+02	(-3.71266348327576e+01dB,-1.77528709632275e+02°)
2.81838293126443e+02	(-3.75317377530271e+01dB,-1.77586491646393e+02°)
2.88403150312659e+02	(-3.79366086298989e+01dB,-1.77642861636543e+02°)
2.95120922666637e+02	(-3.83412581181376e+01dB,-1.77697858538317e+02°)
3.01995172040200e+02	(-3.87456963742159e+01dB,-1.77751519933765e+02°)
3.09029543251357e+02	(-3.91499330804181e+01dB,-1.77803882115625e+02°)
3.16227766016836e+02	(-3.95539774677091e+01dB,-1.77854980147628e+02°)
3.23593656929626e+02	(-3.99578383374362e+01dB,-1.77904847921172e+02°)
3.31131121482589e+02	(-4.03615240819297e+01dB,-1.77953518208618e+02°)
3.38844156139200e+02	(-4.07650427040628e+01dB,-1.78001022713443e+02°)
3.46736850452529e+02	(-4.11684018358280e+01dB,-1.78047392117473e+02°)
3.54813389233573e+02	(-4.15716087559835e+01dB,-1.78092656125392e+02°)
3.63078054770099e+02	(-4.19746704068201e+01dB,-1.78136843506723e+02°)
3.71535229097170e+02	(-4.23775934100958e+01dB,-1.78179982135440e+02°)
3.80189396320558e+02	(-4.27803840821829e+01dB,-1.78222099027391e+02°)
3.89045144994278e+02	(-4.31830484484682e+01dB,-1.78263220375653e+02°)
3.98107170553494e+02	(-4.35855922570476e+01dB,-1.78303371583982e+02°)
4.07380277804110e+02	(-4.39880209917507e+01dB,-1.78342577298463e+02°)
4.16869383470332e+02	(-4.43903398845305e+01dB,-1.78380861437494e+02°)
4.26579518801589e+02	(-4.47925539272521e+01dB,-1.78418247220201e+02°)
4.36515832240163e+02	(-4.51946678829095e+01dB,-1.78454757193393e+02°)
4.46683592150960e+02	(-4.55966862963026e+01dB,-1.78490413257142e+02°)
4.57088189614872e+02	(-4.59986135041988e+01dB,-1.78525236689091e+02°)
4.67735141287195e+02	(-4.64004536450083e+01dB,-1.78559248167549e+02°)
4.78630092322635e+02	(-4.68022106679953e+01dB,-1.78592467793469e+02°)
4.89778819368442e+02	(-4.72038883420505e+01dB,-1.78624915111365e+02°)
5.01187233627268e+02	(-4.76054902640451e+01dB,-1.78656609129243e+02°)
5.12861383991361e+02	(-4.80070198667888e+01dB,-1.78687568337601e+02°)
5.24807460249769e+02	(-4.84084804266098e+01dB,-1.78717810727555e+02°)
5.37031796370249e+02	(-4.88098750705770e+01dB,-1.78747353808150e+02°)
5.49540873857620e+02	(-4.92112067833814e+01dB,-1.78776214622898e+02°)
5.62341325190345e+02	(-4.96124784138934e+01dB,-1.78804409765596e+02°)
5.75439937337152e+02	(-5.00136926814121e+01dB,-1.78831955395458e+02°)
5.88843655355584e+02	(-5.04148521816208e+01dB,-1.78858867251618e+02°)
6.02559586074353e+02	(-5.08159593922649e+01dB,-1.78885160667021e+02°)
6.16595001861477e+02	(-5.12170166785633e+01dB,-1.78910850581759e+02°)
6.30957344480188e+02	(-5.16180262983681e+01dB,-1.78935951555864e+02°)
6.45654229034650e+02	(-5.20189904070834e+01dB,-1.78960477781614e+02°)
6.60693448007591e+02	(-5.24199110623557e+01dB,-1.78984443095356e+02°)
6.76082975391976e+02	(-5.28207902285461e+01dB,-1.79007860988894e+02°)
6.91830970918931e+02	(-5.32216297809959e+01dB,-1.79030744620459e+02°)
7.07945784384132e+02	(-5.36224315100932e+01dB,-1.79053106825287e+02°)
7.24435960074984e+02	(-5.40231971251533e+01dB,-1.79074960125830e+02°)
7.41310241300911e+02	(-5.44239282581181e+01dB,-1.79096316741624e+02°)
7.58577575029177e+02	(-5.48246264670861e+01dB,-1.79117188598827e+02°)
7.76247116628685e+02	(-5.52252932396789e+01dB,-1.79137587339461e+02°)
7.94328234724275e+02	(-5.56259299962537e+01dB,-1.79157524330363e+02°)
8.12830516164092e+02	(-5.60265380929667e+01dB,-1.79177010671878e+02°)
8.31763771102664e+02	(-5.64271188246974e+01dB,-1.79196057206295e+02°)
8.51138038202369e+02	(-5.68276734278376e+01dB,-1.79214674526057e+02°)
8.70963589956073e+02	(-5.72282030829530e+01dB,-1.79232872981758e+02°)
8.91250938133738e+02	(-5.76287089173230e+01dB,-1.79250662689936e+02°)
9.12010839355902e+02	(-5.80291920073644e+01dB,-1.79268053540688e+02°)
9.33254300796983e+02	(-5.84296533809436e+01dB,-1.79285055205113e+02°)
9.54992586021428e+02	(-5.88300940195846e+01dB,-1.79301677142601e+02°)
9.77237220955802e+02	(-5.92305148605747e+01dB,-1.79317928607990e+02°)
9.99999999999991e+02	(-5.96309167989758e+01dB,-1.79333818658584e+02°)
1.02329299228075e+03	(-6.00313006895426e+01dB,-1.79349356161075e+02°)
1.04712854805089e+03	(-6.04316673485550e+01dB,-1.79364549798359e+02°)
1.07151930523760e+03	(-6.08320175555658e+01dB,-1.79379408076265e+02°)
1.09647819614318e+03	(-6.12323520550701e+01dB,-1.79393939330228e+02°)
1.12201845430195e+03	(-6.16326715580985e+01dB,-1.79408151731893e+02°)
1.14815362149687e+03	(-6.20329767437382e+01dB,-1.79422053295683e+02°)
1.17489755493952e+03	(-6.24332682605849e+01dB,-1.79435651885339e+02°)
1.20226443461740e+03	(-6.28335467281291e+01dB,-1.79448955220446e+02°)
1.23026877081237e+03	(-6.32338127380802e+01dB,-1.79461970882966e+02°)
1.25892541179416e+03	(-6.36340668556301e+01dB,-1.79474706323777e+02°)
1.28824955169312e+03	(-6.40343096206602e+01dB,-1.79487168869258e+02°)
1.31825673855640e+03	(-6.44345415488936e+01dB,-1.79499365727909e+02°)
1.34896288259164e+03	(-6.48347631329959e+01dB,-1.79511303997048e+02°)
1.38038426460287e+03	(-6.52349748436257e+01dB,-1.79522990669584e+02°)
1.41253754462274e+03	(-6.56351771304391e+01dB,-1.79534432640893e+02°)
1.44543977074591e+03	(-6.60353704230473e+01dB,-1.79545636715809e+02°)
1.47910838816819e+03	(-6.64355551319334e+01dB,-1.79556609615760e+02°)
1.51356124843619e+03	(-6.68357316493258e+01dB,-1.79567357986062e+02°)
1.54881661891247e+03	(-6.72359003500348e+01dB,-1.79577888403388e+02°)
1.58489319246110e+03	(-6.76360615922498e+01dB,-1.79588207383454e+02°)
1.62181009735891e+03	(-6.80362157183022e+01dB,-1.79598321388917e+02°)
1.65958690743754e+03	(-6.84363630553939e+01dB,-1.79608236837543e+02°)
1.69824365246173e+03	(-6.88365039162930e+01dB,-1.79617960110640e+02°)
1.73780082874936e+03	(-6.92366385999995e+01dB,-1.79627497561817e+02°)
1.77827941003891e+03	(-6.96367673923799e+01dB,-1.79636855526063e+02°)
1.81970085860997e+03	(-7.00368905667755e+01dB,-1.79646040329217e+02°)
1.86208713666285e+03	(-7.04370083845821e+01dB,-1.79655058297828e+02°)
1.90546071796323e+03	(-7.08371210958052e+01dB,-1.79663915769469e+02°)
1.94984459975803e+03	(-7.12372289395901e+01dB,-1.79672619103521e+02°)
1.99526231496886e+03	(-7.16373321447286e+01dB,-1.79681174692489e+02°)
2.04173794466951e+03	(-7.20374309301437e+01dB,-1.79689588973875e+02°)
2.08929613085402e+03	(-7.24375255053525e+01dB,-1.79697868442671e+02°)
2.13796208950221e+03	(-7.28376160709090e+01dB,-1.79706019664508e+02°)
2.18776162394953e+03	(-7.32377028188272e+01dB,-1.79714049289529e+02°)
2.23872113856832e+03	(-7.36377859329857e+01dB,-1.79721964067023e+02°)
2.29086765276775e+03	(-7.40378655895144e+01dB,-1.79729770860906e+02°)
2.34422881531990e+03	(-7.44379419571636e+01dB,-1.79737476666094e+02°)
2.39883291901947e+03	(-7.48380151976573e+01dB,-1.79745088625838e+02°)
2.45470891568501e+03	(-7.52380854660308e+01dB,-1.79752614050117e+02°)
2.51188643150955e+03	(-7.56381529109520e+01dB,-1.79760060435138e+02°)
2.57039578276884e+03	(-7.60382176750295e+01dB,-1.79767435484051e+02°)
2.63026799189535e+03	(-7.64382798951055e+01dB,-1.79774747128960e+02°)
2.69153480392689e+03	(-7.68383397025357e+01dB,-1.79782003554327e+02°)
2.75422870333814e+03	(-7.72383972234550e+01dB,-1.79789213221878e+02°)
2.81838293126442e+03	(-7.76384525790315e+01dB,-1.79796384897119e+02°)
2.88403150312658e+03	(-7.80385058857064e+01dB,-1.79803527677581e+02°)
2.95120922666635e+03	(-7.84385572554222e+01dB,-1.79810651022921e+02°)
3.01995172040198e+03	(-7.88386067958382e+01dB,-1.79817764787020e+02°)
3.09029543251356e+03	(-7.92386546105337e+01dB,-1.79824879252219e+02°)
3.16227766016835e+03	(-7.96387007991987e+01dB,-1.79832005165855e+02°)
3.23593656929625e+03	(-8.00387454578120e+01dB,-1.79839153779257e+02°)
