Freq.	V(vout2)
3.23593656929625e+03	(-9.14121513815452e+01dB,-1.79794282515689e+02°)
3.31131121482588e+03	(-9.18121617688464e+01dB,-1.79809686850755e+02°)
3.38844156139199e+03	(-9.22121720538649e+01dB,-1.79825465950798e+02°)
3.46736850452528e+03	(-9.26121822165551e+01dB,-1.79841662205259e+02°)
3.54813389233572e+03	(-9.30121922304103e+01dB,-1.79858320657849e+02°)
3.63078054770097e+03	(-9.34122020614870e+01dB,-1.79875489204426e+02°)
3.71535229097168e+03	(-9.38122116672784e+01dB,-1.79893218804826e+02°)
3.80189396320557e+03	(-9.42122209954128e+01dB,-1.79911563709634e+02°)
3.89045144994276e+03	(-9.46122299821518e+01dB,-1.79930581702973e+02°)
3.98107170553493e+03	(-9.50122385506583e+01dB,-1.79950334362454e+02°)
4.07380277804108e+03	(-9.54122466090000e+01dB,-1.79970887337513e+02°)
4.16869383470331e+03	(-9.58122540478497e+01dB,-1.79992310647457e+02°)
4.26579518801588e+03	(-9.62122607378369e+01dB,1.79985320999394e+02°)
4.36515832240161e+03	(-9.66122665264980e+01dB,1.79961927863943e+02°)
4.46683592150958e+03	(-9.70122712347676e+01dB,1.79937424810340e+02°)
4.57088189614870e+03	(-9.74122746529413e+01dB,1.79911720914052e+02°)
4.67735141287193e+03	(-9.78122765360308e+01dB,1.79884719042155e+02°)
4.78630092322633e+03	(-9.82122765984238e+01dB,1.79856315403869e+02°)
4.89778819368441e+03	(-9.86122745077418e+01dB,1.79826399069227e+02°)
5.01187233627267e+03	(-9.90122698777811e+01dB,1.79794851453641e+02°)
5.12861383991359e+03	(-9.94122622603966e+01dB,1.79761545765944e+02°)
5.24807460249767e+03	(-9.98122511361753e+01dB,1.79726346417357e+02°)
5.37031796370247e+03	(-1.00212235903718e+02dB,1.79689108388634e+02°)
5.49540873857618e+03	(-1.00612215867323e+02dB,1.79649676552466e+02°)
5.62341325190343e+03	(-1.01012190222837e+02dB,1.79607884948037e+02°)
5.75439937337150e+03	(-1.01412158041399e+02dB,1.79563556004411e+02°)
5.88843655355582e+03	(-1.01812118250771e+02dB,1.79516499709231e+02°)
6.02559586074351e+03	(-1.02212069613883e+02dB,1.79466512718984e+02°)
6.16595001861475e+03	(-1.02612010704209e+02dB,1.79413377406864e+02°)
6.30957344480186e+03	(-1.03011939877474e+02dB,1.79356860844018e+02°)
6.45654229034648e+03	(-1.03411855239170e+02dB,1.79296713709728e+02°)
6.60693448007588e+03	(-1.03811754607259e+02dB,1.79232669125839e+02°)
6.76082975391974e+03	(-1.04211635469351e+02dB,1.79164441410494e+02°)
6.91830970918928e+03	(-1.04611494933538e+02dB,1.79091724745982e+02°)
7.07945784384129e+03	(-1.05011329671969e+02dB,1.79014191755311e+02°)
7.24435960074981e+03	(-1.05411135856070e+02dB,1.78931491981835e+02°)
7.41310241300908e+03	(-1.05810909082217e+02dB,1.78843250266143e+02°)
7.58577575029174e+03	(-1.06210644286431e+02dB,1.78749065014183e+02°)
7.76247116628682e+03	(-1.06610335646515e+02dB,1.78648506350533e+02°)
7.94328234724272e+03	(-1.07009976469777e+02dB,1.78541114150637e+02°)
8.12830516164089e+03	(-1.07409559064270e+02dB,1.78426395945889e+02°)
8.31763771102661e+03	(-1.07809074591122e+02dB,1.78303824695534e+02°)
8.51138038202366e+03	(-1.08208512895240e+02dB,1.78172836419702e+02°)
8.70963589956070e+03	(-1.08607862311274e+02dB,1.78032827688276e+02°)
8.91250938133734e+03	(-1.09007109441265e+02dB,1.77883152961033e+02°)
9.12010839355898e+03	(-1.09406238899956e+02dB,1.77723121775435e+02°)
9.33254300796979e+03	(-1.09805233023162e+02dB,1.77551995779790e+02°)
9.54992586021424e+03	(-1.10204071533973e+02dB,1.77368985611279e+02°)
9.77237220955798e+03	(-1.10602731160912e+02dB,1.77173247620661e+02°)
9.99999999999987e+03	(-1.11001185201353e+02dB,1.76963880448496e+02°)
1.02329299228074e+04	(-1.11399403022693e+02dB,1.76739921461566e+02°)
1.04712854805089e+04	(-1.11797349492834e+02dB,1.76500343063075e+02°)
1.07151930523759e+04	(-1.12194984330512e+02dB,1.76244048896308e+02°)
1.09647819614317e+04	(-1.12592261364941e+02dB,1.75969869969125e+02°)
1.12201845430195e+04	(-1.12989127693096e+02dB,1.75676560736118e+02°)
1.14815362149687e+04	(-1.13385522721739e+02dB,1.75362795186970e+02°)
1.17489755493951e+04	(-1.13781377080133e+02dB,1.75027163003844e+02°)
1.20226443461740e+04	(-1.14176611388175e+02dB,1.74668165868063e+02°)
1.23026877081237e+04	(-1.14571134863625e+02dB,1.74284214017393e+02°)
1.25892541179415e+04	(-1.14964843751210e+02dB,1.73873623180522e+02°)
1.28824955169312e+04	(-1.15357619555788e+02dB,1.73434612045519e+02°)
1.31825673855639e+04	(-1.15749327061654e+02dB,1.72965300454644e+02°)
1.34896288259164e+04	(-1.16139812120623e+02dB,1.72463708559675e+02°)
1.38038426460287e+04	(-1.16528899193032e+02dB,1.71927757220169e+02°)
1.41253754462274e+04	(-1.16916388628638e+02dB,1.71355269982255e+02°)
1.44543977074591e+04	(-1.17302053678904e+02dB,1.70743977037431e+02°)
1.47910838816819e+04	(-1.17685637238948e+02dB,1.70091521628905e+02°)
1.51356124843619e+04	(-1.18066848327070e+02dB,1.69395469445613e+02°)
1.54881661891246e+04	(-1.18445358322943e+02dB,1.68653321618745e+02°)
1.58489319246109e+04	(-1.18820797003058e+02dB,1.67862532008018e+02°)
1.62181009735891e+04	(-1.19192748434624e+02dB,1.67020529528741e+02°)
1.65958690743754e+04	(-1.19560746817546e+02dB,1.66124746317089e+02°)
1.69824365246172e+04	(-1.19924272398903e+02dB,1.65172652547681e+02°)
1.73780082874935e+04	(-1.20282747625743e+02dB,1.64161798689009e+02°)
1.77827941003890e+04	(-1.20635533749478e+02dB,1.63089865889141e+02°)
1.81970085860996e+04	(-1.20981928147450e+02dB,1.61954725003830e+02°)
1.86208713666284e+04	(-1.21321162681669e+02dB,1.60754504487156e+02°)
1.90546071796322e+04	(-1.21652403466934e+02dB,1.59487666937064e+02°)
1.94984459975802e+04	(-1.21974752464234e+02dB,1.58153093504943e+02°)
1.99526231496885e+04	(-1.22287251341973e+02dB,1.56750174630569e+02°)
2.04173794466950e+04	(-1.22588888046516e+02dB,1.55278904659873e+02°)
2.08929613085401e+04	(-1.22878606483145e+02dB,1.53739976878064e+02°)
2.13796208950220e+04	(-1.23155319616676e+02dB,1.52134874414629e+02°)
2.18776162394952e+04	(-1.23417926148557e+02dB,1.50465951458976e+02°)
2.23872113856831e+04	(-1.23665330709753e+02dB,1.48736498415616e+02°)
2.29086765276774e+04	(-1.23896467230763e+02dB,1.46950784203465e+02°)
2.34422881531989e+04	(-1.24110324827641e+02dB,1.45114069050283e+02°)
2.39883291901946e+04	(-1.24305975205152e+02dB,1.43232582006703e+02°)
2.45470891568500e+04	(-1.24482600266750e+02dB,1.41313459089717e+02°)
2.51188643150954e+04	(-1.24639518384971e+02dB,1.39364640434238e+02°)
2.57039578276883e+04	(-1.24776207674231e+02dB,1.37394727911244e+02°)
2.63026799189534e+04	(-1.24892324659078e+02dB,1.35412808046440e+02°)
2.69153480392688e+04	(-1.24987716961664e+02dB,1.33428248318652e+02°)
2.75422870333813e+04	(-1.25062429031162e+02dB,1.31450477567314e+02°)
2.81838293126441e+04	(-1.25116700462997e+02dB,1.29488762882713e+02°)
2.88403150312656e+04	(-1.25150957041245e+02dB,1.27551995722196e+02°)
2.95120922666634e+04	(-1.25165795205104e+02dB,1.25648499030293e+02°)
3.01995172040197e+04	(-1.25161961115514e+02dB,1.23785864998703e+02°)
3.09029543251354e+04	(-1.25140325824459e+02dB,1.21970830127238e+02°)
3.16227766016833e+04	(-1.25101858198769e+02dB,1.20209190885553e+02°)
3.23593656929623e+04	(-1.25047597224316e+02dB,1.18505759986072e+02°)
3.31131121482586e+04	(-1.24978625143064e+02dB,1.16864360443374e+02°)
3.38844156139197e+04	(-1.24896042599094e+02dB,1.15287852467837e+02°)
3.46736850452526e+04	(-1.24800946640580e+02dB,1.13778186926162e+02°)
3.54813389233570e+04	(-1.24694412089440e+02dB,1.12336478571986e+02°)
3.63078054770096e+04	(-1.24577476485125e+02dB,1.10963092382751e+02°)
3.71535229097167e+04	(-1.24451128557113e+02dB,1.09657736960451e+02°)
3.80189396320555e+04	(-1.24316299992579e+02dB,1.08419559878249e+02°)
3.89045144994275e+04	(-1.24173860141495e+02dB,1.07247240915149e+02°)
3.98107170553491e+04	(-1.24024613234195e+02dB,1.06139080185028e+02°)
4.07380277804107e+04	(-1.23869297665262e+02dB,1.05093079143098e+02°)
4.16869383470329e+04	(-1.23708586910485e+02dB,1.04107013288763e+02°)
4.26579518801586e+04	(-1.23543091679135e+02dB,1.03178496057243e+02°)
4.36515832240159e+04	(-1.23373362952279e+02dB,1.02305033903643e+02°)
4.46683592150956e+04	(-1.23199895611743e+02dB,1.01484072946507e+02°)
4.57088189614868e+04	(-1.23023132418169e+02dB,1.00713037776920e+02°)
4.67735141287191e+04	(-1.22843468147020e+02dB,9.99893631767139e+01°)
4.78630092322631e+04	(-1.22661253736206e+02dB,9.93105195510637e+01°)
4.89778819368439e+04	(-1.22476800337392e+02dB,9.86740328866200e+01°)
5.01187233627264e+04	(-1.22290383194985e+02dB,9.80775000144459e+01°)
5.12861383991357e+04	(-1.22102245302468e+02dB,9.75185999016590e+01°)
5.24807460249764e+04	(-1.21912600805976e+02dB,9.69951016269378e+01°)
5.37031796370244e+04	(-1.21721638140470e+02dB,9.65048696209873e+01°)
5.49540873857616e+04	(-1.21529522895332e+02dB,9.60458666789359e+01°)
5.62341325190340e+04	(-1.21336400414493e+02dB,9.56161551808024e+01°)
5.75439937337148e+04	(-1.21142398141872e+02dB,9.52138968907855e+01°)
5.88843655355580e+04	(-1.20947627726632e+02dB,9.48373516471957e+01°)
6.02559586074348e+04	(-1.20752186904928e+02dB,9.44848752029010e+01°)
6.16595001861472e+04	(-1.20556161175854e+02dB,9.41549164307935e+01°)
6.30957344480183e+04	(-1.20359625289537e+02dB,9.38460140698542e+01°)
6.45654229034645e+04	(-1.20162644564989e+02dB,9.35567931543845e+01°)
6.60693448007586e+04	(-1.19965276054538e+02dB,9.32859612410139e+01°)
6.76082975391971e+04	(-1.19767569570724e+02dB,9.30323045248083e+01°)
6.91830970918925e+04	(-1.19569568590382e+02dB,9.27946839165387e+01°)
7.07945784384127e+04	(-1.19371311049448e+02dB,9.25720311370251e+01°)
7.24435960074979e+04	(-1.19172830040833e+02dB,9.23633448716195e+01°)
7.41310241300906e+04	(-1.18974154426502e+02dB,9.21676870171458e+01°)
7.58577575029172e+04	(-1.18775309373835e+02dB,9.19841790449281e+01°)
7.76247116628679e+04	(-1.18576316825221e+02dB,9.18119984967645e+01°)
7.94328234724269e+04	(-1.18377195908930e+02dB,9.16503756250208e+01°)
8.12830516164086e+04	(-1.18177963298377e+02dB,9.14985901837178e+01°)
8.31763771102658e+04	(-1.17978633526097e+02dB,9.13559683739800e+01°)
8.51138038202363e+04	(-1.17779219258004e+02dB,9.12218799445490e+01°)
8.70963589956067e+04	(-1.17579731532884e+02dB,9.10957354460129e+01°)
8.91250938133731e+04	(-1.17380179971428e+02dB,9.09769836358089e+01°)
9.12010839355895e+04	(-1.17180572958649e+02dB,9.08651090298958e+01°)
9.33254300796976e+04	(-1.16980917803021e+02dB,9.07596295962507e+01°)
9.54992586021420e+04	(-1.16781220875275e+02dB,9.06600945845917e+01°)
9.77237220955795e+04	(-1.16581487729439e+02dB,9.05660824865670e+01°)
9.99999999999984e+04	(-1.16381723208371e+02dB,9.04771991202552e+01°)
1.02329299228074e+05	(-1.16181931535761e+02dB,9.03930758328697e+01°)
1.04712854805088e+05	(-1.15982116396328e+02dB,9.03133678154947e+01°)
1.07151930523759e+05	(-1.15782281005718e+02dB,9.02377525238001e+01°)
1.09647819614317e+05	(-1.15582428171429e+02dB,9.01659281987937e+01°)
1.12201845430195e+05	(-1.15382560345901e+02dB,9.00976124819014e+01°)
1.14815362149686e+05	(-1.15182679672791e+02dB,9.00325411187919e+01°)
1.17489755493951e+05	(-1.14982788027294e+02dB,8.99704667466772e+01°)
1.20226443461739e+05	(-1.14782887051293e+02dB,8.99111577599929e+01°)
1.23026877081236e+05	(-1.14582978183980e+02dB,8.98543972496293e+01°)
1.25892541179415e+05	(-1.14383062688563e+02dB,8.97999820111423e+01°)
1.28824955169311e+05	(-1.14183141675533e+02dB,8.97477216175883e+01°)
1.31825673855639e+05	(-1.13983216122956e+02dB,8.96974375529063e+01°)
1.34896288259163e+05	(-1.13783286894166e+02dB,8.96489624019327e+01°)
1.38038426460286e+05	(-1.13583354753197e+02dB,8.96021390934467e+01°)
1.41253754462273e+05	(-1.13383420378251e+02dB,8.95568201928162e+01°)
1.44543977074590e+05	(-1.13183484373444e+02dB,8.95128672409692e+01°)
1.47910838816818e+05	(-1.12983547279071e+02dB,8.94701501367380e+01°)
1.51356124843618e+05	(-1.12783609580569e+02dB,8.94285465596743e+01°)
1.54881661891246e+05	(-1.12583671716354e+02dB,8.93879414307173e+01°)
1.58489319246109e+05	(-1.12383734084678e+02dB,8.93482264081981e+01°)
1.62181009735890e+05	(-1.12183797049634e+02dB,8.93092994168390e+01°)
1.65958690743753e+05	(-1.11983860946418e+02dB,8.92710642076039e+01°)
1.69824365246172e+05	(-1.11783926085955e+02dB,8.92334299462826e+01°)
1.73780082874935e+05	(-1.11583992758955e+02dB,8.91963108289710e+01°)
1.77827941003889e+05	(-1.11384061239500e+02dB,8.91596257226040e+01°)
1.81970085860995e+05	(-1.11184131788199e+02dB,8.91232978288943e+01°)
1.86208713666284e+05	(-1.10984204654989e+02dB,8.90872543701036e+01°)
1.90546071796322e+05	(-1.10784280081615e+02dB,8.90514262951918e+01°)
1.94984459975801e+05	(-1.10584358303848e+02dB,8.90157480049650e+01°)
1.99526231496885e+05	(-1.10384439553461e+02dB,8.89801570949710e+01°)
2.04173794466949e+05	(-1.10184524060006e+02dB,8.89445941149164e+01°)
2.08929613085400e+05	(-1.09984612052427e+02dB,8.89090023435256e+01°)
2.13796208950220e+05	(-1.09784703760515e+02dB,8.88733275777819e+01°)
2.18776162394952e+05	(-1.09584799416245e+02dB,8.88375179355823e+01°)
2.23872113856830e+05	(-1.09384899255002e+02dB,8.88015236709024e+01°)
2.29086765276773e+05	(-1.09185003516727e+02dB,8.87652970006282e+01°)
2.34422881531988e+05	(-1.08985112446977e+02dB,8.87287919422514e+01°)
2.39883291901945e+05	(-1.08785226297935e+02dB,8.86919641617031e+01°)
2.45470891568499e+05	(-1.08585345329359e+02dB,8.86547708306250e+01°)
2.51188643150954e+05	(-1.08385469809507e+02dB,8.86171704924441e+01°)
2.57039578276882e+05	(-1.08185600016015e+02dB,8.85791229366481e+01°)
2.63026799189534e+05	(-1.07985736236763e+02dB,8.85405890806828e+01°)
2.69153480392687e+05	(-1.07785878770726e+02dB,8.85015308589814e+01°)
2.75422870333812e+05	(-1.07586027928812e+02dB,8.84619111186010e+01°)
2.81838293126440e+05	(-1.07386184034701e+02dB,8.84216935210353e+01°)
2.88403150312656e+05	(-1.07186347425683e+02dB,8.83808424497591e+01°)
2.95120922666633e+05	(-1.06986518453508e+02dB,8.83393229231207e+01°)
3.01995172040196e+05	(-1.06786697485244e+02dB,8.82971005121990e+01°)
3.09029543251354e+05	(-1.06586884904153e+02dB,8.82541412632865e+01°)
3.16227766016832e+05	(-1.06387081110589e+02dB,8.82104116246681e+01°)
3.23593656929623e+05	(-1.06187286522913e+02dB,8.81658783774008e+01°)
3.31131121482585e+05	(-1.05987501578442e+02dB,8.81205085697998e+01°)
3.38844156139197e+05	(-1.05787726734422e+02dB,8.80742694553841e+01°)
3.46736850452526e+05	(-1.05587962469043e+02dB,8.80271284340198e+01°)
3.54813389233569e+05	(-1.05388209282478e+02dB,8.79790529960447e+01°)
3.63078054770095e+05	(-1.05188467697975e+02dB,8.79300106691487e+01°)
3.71535229097166e+05	(-1.04988738262980e+02dB,8.78799689678223e+01°)
3.80189396320555e+05	(-1.04789021550311e+02dB,8.78288953451791e+01°)
3.89045144994274e+05	(-1.04589318159381e+02dB,8.77767571469777e+01°)
3.98107170553490e+05	(-1.04389628717467e+02dB,8.77235215676900e+01°)
4.07380277804106e+05	(-1.04189953881038e+02dB,8.76691556084576e+01°)
4.16869383470328e+05	(-1.03990294337141e+02dB,8.76136260368003e+01°)
4.26579518801585e+05	(-1.03790650804840e+02dB,8.75568993479414e+01°)
4.36515832240158e+05	(-1.03591024036725e+02dB,8.74989417276365e+01°)
4.46683592150955e+05	(-1.03391414820487e+02dB,8.74397190163861e+01°)
4.57088189614867e+05	(-1.03191823980555e+02dB,8.73791966749296e+01°)
4.67735141287190e+05	(-1.02992252379821e+02dB,8.73173397509298e+01°)
4.78630092322630e+05	(-1.02792700921426e+02dB,8.72541128467434e+01°)
4.89778819368438e+05	(-1.02593170550632e+02dB,8.71894800882146e+01°)
5.01187233627263e+05	(-1.02393662256785e+02dB,8.71234050943979e+01°)
5.12861383991356e+05	(-1.02194177075354e+02dB,8.70558509481492e+01°)
5.24807460249763e+05	(-1.01994716090066e+02dB,8.69867801675209e+01°)
5.37031796370243e+05	(-1.01795280435143e+02dB,8.69161546778984e+01°)
5.49540873857615e+05	(-1.01595871297625e+02dB,8.68439357848227e+01°)
5.62341325190339e+05	(-1.01396489919813e+02dB,8.67700841474619e+01°)
5.75439937337147e+05	(-1.01197137601809e+02dB,8.66945597526714e+01°)
5.88843655355579e+05	(-1.00997815704176e+02dB,8.66173218896187e+01°)
6.02559586074347e+05	(-1.00798525650708e+02dB,8.65383291249289e+01°)
6.16595001861471e+05	(-1.00599268931339e+02dB,8.64575392783292e+01°)
6.30957344480182e+05	(-1.00400047105158e+02dB,8.63749093987548e+01°)
6.45654229034644e+05	(-1.00200861803581e+02dB,8.62903957409097e+01°)
6.60693448007584e+05	(-1.00001714733645e+02dB,8.62039537422534e+01°)
6.76082975391970e+05	(-9.98026076814555e+01dB,8.61155380004060e+01°)
6.91830970918924e+05	(-9.96035425157798e+01dB,8.60251022509625e+01°)
7.07945784384125e+05	(-9.94045211918035e+01dB,8.59325993457078e+01°)
7.24435960074977e+05	(-9.92055457550442e+01dB,8.58379812312368e+01°)
7.41310241300904e+05	(-9.90066183454372e+01dB,8.57411989279797e+01°)
7.58577575029170e+05	(-9.88077412015971e+01dB,8.56422025096387e+01°)
7.76247116628678e+05	(-9.86089166652623e+01dB,8.55409410830493e+01°)
7.94328234724267e+05	(-9.84101471859289e+01dB,8.54373627684836e+01°)
8.12830516164085e+05	(-9.82114353256824e+01dB,8.53314146804131e+01°)
8.31763771102656e+05	(-9.80127837642326e+01dB,8.52230429087527e+01°)
8.51138038202361e+05	(-9.78141953041610e+01dB,8.51121925006247e+01°)
8.70963589956065e+05	(-9.76156728763873e+01dB,8.49988074426643e+01°)
8.91250938133729e+05	(-9.74172195458626e+01dB,8.48828306439142e+01°)
9.12010839355893e+05	(-9.72188385174982e+01dB,8.47642039193474e+01°)
9.33254300796974e+05	(-9.70205331423369e+01dB,8.46428679740683e+01°)
9.54992586021419e+05	(-9.68223069239750e+01dB,8.45187623882468e+01°)
9.77237220955793e+05	(-9.66241635252439e+01dB,8.43918256028416e+01°)
1.00000000000000e+06	(-9.64261067751589e+01dB,8.42619949061840e+01°)
