Freq.	V(vout2)
4.57088189614873e+01	(-1.70204578772094e+01dB,-1.54836805124625e+02°)
4.67735141287196e+01	(-1.74351656274790e+01dB,-1.55492266527056e+02°)
4.78630092322636e+01	(-1.78494895446948e+01dB,-1.56127325393345e+02°)
4.89778819368444e+01	(-1.82634197893881e+01dB,-1.56742801503471e+02°)
5.01187233627270e+01	(-1.86769496674721e+01dB,-1.57339474477260e+02°)
5.12861383991362e+01	(-1.90900752151469e+01dB,-1.57918085714834e+02°)
5.24807460249770e+01	(-1.95027948300852e+01dB,-1.58479340295028e+02°)
5.37031796370250e+01	(-1.99151089441566e+01dB,-1.59023908820865e+02°)
5.49540873857622e+01	(-2.03270197333824e+01dB,-1.59552429204108e+02°)
5.62341325190346e+01	(-2.07385308612114e+01dB,-1.60065508383265e+02°)
5.75439937337154e+01	(-2.11496472515866e+01dB,-1.60563723971402e+02°)
5.88843655355586e+01	(-2.15603748886139e+01dB,-1.61047625831652e+02°)
6.02559586074355e+01	(-2.19707206399687e+01dB,-1.61517737579561e+02°)
6.16595001861479e+01	(-2.23806921014591e+01dB,-1.61974558012397e+02°)
6.30957344480190e+01	(-2.27902974604367e+01dB,-1.62418562466338e+02°)
6.45654229034652e+01	(-2.31995453759810e+01dB,-1.62850204103009e+02°)
6.60693448007593e+01	(-2.36084448740022e+01dB,-1.63269915127326e+02°)
6.76082975391978e+01	(-2.40170052556039e+01dB,-1.63678107938906e+02°)
6.91830970918933e+01	(-2.44252360172210e+01dB,-1.64075176219535e+02°)
7.07945784384134e+01	(-2.48331467812113e+01dB,-1.64461495959356e+02°)
7.24435960074986e+01	(-2.52407472357150e+01dB,-1.64837426424493e+02°)
7.41310241300914e+01	(-2.56480470827312e+01dB,-1.65203311068910e+02°)
7.58577575029180e+01	(-2.60550559934687e+01dB,-1.65559478393259e+02°)
7.76247116628688e+01	(-2.64617835701336e+01dB,-1.65906242753474e+02°)
7.94328234724277e+01	(-2.68682393134080e+01dB,-1.66243905121789e+02°)
8.12830516164095e+01	(-2.72744325949534e+01dB,-1.66572753802798e+02°)
8.31763771102667e+01	(-2.76803726343472e+01dB,-1.66893065107079e+02°)
8.51138038202372e+01	(-2.80860684799264e+01dB,-1.67205103984827e+02°)
8.70963589956076e+01	(-2.84915289930669e+01dB,-1.67509124621802e+02°)
8.91250938133741e+01	(-2.88967628354845e+01dB,-1.67805370999847e+02°)
9.12010839355905e+01	(-2.93017784591847e+01dB,-1.68094077424062e+02°)
9.33254300796986e+01	(-2.97065840987316e+01dB,-1.68375469018674e+02°)
9.54992586021431e+01	(-3.01111877655438e+01dB,-1.68649762193486e+02°)
9.77237220955805e+01	(-3.05155972439578e+01dB,-1.68917165082722e+02°)
9.99999999999995e+01	(-3.09198200888253e+01dB,-1.69177877957960e+02°)
1.02329299228075e+02	(-3.13238636244429e+01dB,-1.69432093616763e+02°)
1.04712854805089e+02	(-3.17277349446298e+01dB,-1.69679997748512e+02°)
1.07151930523760e+02	(-3.21314409137937e+01dB,-1.69921769278873e+02°)
1.09647819614318e+02	(-3.25349881688427e+01dB,-1.70157580694215e+02°)
1.12201845430196e+02	(-3.29383831218159e+01dB,-1.70387598347254e+02°)
1.14815362149688e+02	(-3.33416319631219e+01dB,-1.70611982745081e+02°)
1.17489755493952e+02	(-3.37447406652867e+01dB,-1.70830888820692e+02°)
1.20226443461741e+02	(-3.41477149871239e+01dB,-1.71044466189043e+02°)
1.23026877081237e+02	(-3.45505604782506e+01dB,-1.71252859388602e+02°)
1.25892541179416e+02	(-3.49532824838822e+01dB,-1.71456208109311e+02°)
1.28824955169313e+02	(-3.53558861498464e+01dB,-1.71654647407805e+02°)
1.31825673855640e+02	(-3.57583764277640e+01dB,-1.71848307910671e+02°)
1.34896288259165e+02	(-3.61607580803538e+01dB,-1.72037316006516e+02°)
1.38038426460288e+02	(-3.65630356868178e+01dB,-1.72221794027513e+02°)
1.41253754462275e+02	(-3.69652136482768e+01dB,-1.72401860421100e+02°)
1.44543977074592e+02	(-3.73672961932226e+01dB,-1.72577629912422e+02°)
1.47910838816820e+02	(-3.77692873829639e+01dB,-1.72749213658101e+02°)
1.51356124843620e+02	(-3.81711911170422e+01dB,-1.72916719391855e+02°)
1.54881661891247e+02	(-3.85730111385987e+01dB,-1.73080251562474e+02°)
1.58489319246110e+02	(-3.89747510396769e+01dB,-1.73239911464612e+02°)
1.62181009735892e+02	(-3.93764142664461e+01dB,-1.73395797362837e+02°)
1.65958690743755e+02	(-3.97780041243351e+01dB,-1.73548004609340e+02°)
1.69824365246173e+02	(-4.01795237830662e+01dB,-1.73696625755692e+02°)
1.73780082874936e+02	(-4.05809762815823e+01dB,-1.73841750659001e+02°)
1.77827941003891e+02	(-4.09823645328595e+01dB,-1.73983466582801e+02°)
1.81970085860997e+02	(-4.13836913286020e+01dB,-1.74121858292990e+02°)
1.86208713666286e+02	(-4.17849593438139e+01dB,-1.74257008149112e+02°)
1.90546071796323e+02	(-4.21861711412469e+01dB,-1.74388996191243e+02°)
1.94984459975803e+02	(-4.25873291757201e+01dB,-1.74517900222754e+02°)
1.99526231496887e+02	(-4.29884357983126e+01dB,-1.74643795889175e+02°)
2.04173794466952e+02	(-4.33894932604273e+01dB,-1.74766756753401e+02°)
2.08929613085403e+02	(-4.37905037177273e+01dB,-1.74886854367432e+02°)
2.13796208950222e+02	(-4.41914692339443e+01dB,-1.75004158340855e+02°)
2.18776162394954e+02	(-4.45923917845610e+01dB,-1.75118736406258e+02°)
2.23872113856832e+02	(-4.49932732603693e+01dB,-1.75230654481729e+02°)
2.29086765276776e+02	(-4.53941154709053e+01dB,-1.75339976730620e+02°)
2.34422881531991e+02	(-4.57949201477639e+01dB,-1.75446765618725e+02°)
2.39883291901947e+02	(-4.61956889477947e+01dB,-1.75551081969002e+02°)
2.45470891568501e+02	(-4.65964234561830e+01dB,-1.75652985013990e+02°)
2.51188643150956e+02	(-4.69971251894165e+01dB,-1.75752532446034e+02°)
2.57039578276885e+02	(-4.73977955981429e+01dB,-1.75849780465438e+02°)
2.63026799189536e+02	(-4.77984360699190e+01dB,-1.75944783826660e+02°)
2.69153480392690e+02	(-4.81990479318559e+01dB,-1.76037595882653e+02°)
2.75422870333815e+02	(-4.85996324531622e+01dB,-1.76128268627441e+02°)
2.81838293126443e+02	(-4.90001908475894e+01dB,-1.76216852737029e+02°)
2.88403150312659e+02	(-4.94007242757805e+01dB,-1.76303397608736e+02°)
2.95120922666637e+02	(-4.98012338475274e+01dB,-1.76387951399023e+02°)
3.01995172040200e+02	(-5.02017206239374e+01dB,-1.76470561059897e+02°)
3.09029543251357e+02	(-5.06021856195145e+01dB,-1.76551272373961e+02°)
3.16227766016836e+02	(-5.10026298041556e+01dB,-1.76630129988184e+02°)
3.23593656929626e+02	(-5.14030541050671e+01dB,-1.76707177446443e+02°)
3.31131121482589e+02	(-5.18034594086023e+01dB,-1.76782457220905e+02°)
3.38844156139200e+02	(-5.22038465620249e+01dB,-1.76856010742309e+02°)
3.46736850452529e+02	(-5.26042163751988e+01dB,-1.76927878429185e+02°)
3.54813389233573e+02	(-5.30045696222090e+01dB,-1.76998099716085e+02°)
3.63078054770099e+02	(-5.34049070429146e+01dB,-1.77066713080848e+02°)
3.71535229097170e+02	(-5.38052293444373e+01dB,-1.77133756070966e+02°)
3.80189396320558e+02	(-5.42055372025880e+01dB,-1.77199265329075e+02°)
3.89045144994278e+02	(-5.46058312632328e+01dB,-1.77263276617628e+02°)
3.98107170553494e+02	(-5.50061121436018e+01dB,-1.77325824842775e+02°)
4.07380277804110e+02	(-5.54063804335429e+01dB,-1.77386944077495e+02°)
4.16869383470332e+02	(-5.58066366967218e+01dB,-1.77446667584006e+02°)
4.26579518801589e+02	(-5.62068814717715e+01dB,-1.77505027835500e+02°)
4.36515832240163e+02	(-5.66071152733927e+01dB,-1.77562056537213e+02°)
4.46683592150960e+02	(-5.70073385934067e+01dB,-1.77617784646885e+02°)
4.57088189614872e+02	(-5.74075519017640e+01dB,-1.77672242394612e+02°)
4.67735141287195e+02	(-5.78077556475089e+01dB,-1.77725459302140e+02°)
4.78630092322635e+02	(-5.82079502597028e+01dB,-1.77777464201610e+02°)
4.89778819368442e+02	(-5.86081361483079e+01dB,-1.77828285253791e+02°)
5.01187233627268e+02	(-5.90083137050326e+01dB,-1.77877949965816e+02°)
5.12861383991361e+02	(-5.94084833041401e+01dB,-1.77926485208448e+02°)
5.24807460249769e+02	(-5.98086453032221e+01dB,-1.77973917232898e+02°)
5.37031796370249e+02	(-6.02088000439394e+01dB,-1.78020271687213e+02°)
5.49540873857620e+02	(-6.06089478527292e+01dB,-1.78065573632263e+02°)
5.62341325190345e+02	(-6.10090890414829e+01dB,-1.78109847557331e+02°)
5.75439937337152e+02	(-6.14092239081934e+01dB,-1.78153117395346e+02°)
5.88843655355584e+02	(-6.18093527375745e+01dB,-1.78195406537758e+02°)
6.02559586074353e+02	(-6.22094758016532e+01dB,-1.78236737849090e+02°)
6.16595001861477e+02	(-6.26095933603366e+01dB,-1.78277133681168e+02°)
6.30957344480188e+02	(-6.30097056619530e+01dB,-1.78316615887067e+02°)
6.45654229034650e+02	(-6.34098129437700e+01dB,-1.78355205834770e+02°)
6.60693448007591e+02	(-6.38099154324900e+01dB,-1.78392924420572e+02°)
6.76082975391976e+02	(-6.42100133447236e+01dB,-1.78429792082237e+02°)
6.91830970918931e+02	(-6.46101068874424e+01dB,-1.78465828811931e+02°)
7.07945784384132e+02	(-6.50101962584117e+01dB,-1.78501054168946e+02°)
7.24435960074984e+02	(-6.54102816466049e+01dB,-1.78535487292225e+02°)
7.41310241300911e+02	(-6.58103632325985e+01dB,-1.78569146912719e+02°)
7.58577575029177e+02	(-6.62104411889515e+01dB,-1.78602051365583e+02°)
7.76247116628685e+02	(-6.66105156805660e+01dB,-1.78634218602226e+02°)
7.94328234724275e+02	(-6.70105868650340e+01dB,-1.78665666202240e+02°)
8.12830516164092e+02	(-6.74106548929675e+01dB,-1.78696411385228e+02°)
8.31763771102664e+02	(-6.78107199083148e+01dB,-1.78726471022532e+02°)
8.51138038202369e+02	(-6.82107820486632e+01dB,-1.78755861648905e+02°)
8.70963589956073e+02	(-6.86108414455273e+01dB,-1.78784599474124e+02°)
8.91250938133738e+02	(-6.90108982246260e+01dB,-1.78812700394576e+02°)
9.12010839355902e+02	(-6.94109525061464e+01dB,-1.78840180004832e+02°)
9.33254300796983e+02	(-6.98110044049964e+01dB,-1.78867053609238e+02°)
9.54992586021428e+02	(-7.02110540310467e+01dB,-1.78893336233528e+02°)
9.77237220955802e+02	(-7.06111014893614e+01dB,-1.78919042636507e+02°)
9.99999999999991e+02	(-7.10111468804194e+01dB,-1.78944187321802e+02°)
1.02329299228075e+03	(-7.14111903003251e+01dB,-1.78968784549729e+02°)
1.04712854805089e+03	(-7.18112318410110e+01dB,-1.78992848349277e+02°)
1.07151930523760e+03	(-7.22112715904306e+01dB,-1.79016392530266e+02°)
1.09647819614318e+03	(-7.26113096327434e+01dB,-1.79039430695685e+02°)
1.12201845430195e+03	(-7.30113460484917e+01dB,-1.79061976254244e+02°)
1.14815362149687e+03	(-7.34113809147695e+01dB,-1.79084042433188e+02°)
1.17489755493952e+03	(-7.38114143053840e+01dB,-1.79105642291382e+02°)
1.20226443461740e+03	(-7.42114462910107e+01dB,-1.79126788732731e+02°)
1.23026877081237e+03	(-7.46114769393410e+01dB,-1.79147494519940e+02°)
1.25892541179416e+03	(-7.50115063152235e+01dB,-1.79167772288692e+02°)
1.28824955169312e+03	(-7.54115344807993e+01dB,-1.79187634562255e+02°)
1.31825673855640e+03	(-7.58115614956311e+01dB,-1.79207093766579e+02°)
1.34896288259164e+03	(-7.62115874168268e+01dB,-1.79226162245931e+02°)
1.38038426460287e+03	(-7.66116122991575e+01dB,-1.79244852279113e+02°)
1.41253754462274e+03	(-7.70116361951696e+01dB,-1.79263176096329e+02°)
1.44543977074591e+03	(-7.74116591552931e+01dB,-1.79281145896739e+02°)
1.47910838816819e+03	(-7.78116812279432e+01dB,-1.79298773866792e+02°)
1.51356124843619e+03	(-7.82117024596185e+01dB,-1.79316072199373e+02°)
1.54881661891247e+03	(-7.86117228949937e+01dB,-1.79333053113858e+02°)
1.58489319246110e+03	(-7.90117425770073e+01dB,-1.79349728877141e+02°)
1.62181009735891e+03	(-7.94117615469459e+01dB,-1.79366111825717e+02°)
1.65958690743754e+03	(-7.98117798445226e+01dB,-1.79382214388905e+02°)
1.69824365246173e+03	(-8.02117975079519e+01dB,-1.79398049113309e+02°)
1.73780082874936e+03	(-8.06118145740190e+01dB,-1.79413628688603e+02°)
1.77827941003891e+03	(-8.10118310781455e+01dB,-1.79428965974762e+02°)
1.81970085860997e+03	(-8.14118470544497e+01dB,-1.79444074030835e+02°)
1.86208713666285e+03	(-8.18118625358019e+01dB,-1.79458966145391e+02°)
1.90546071796323e+03	(-8.22118775538751e+01dB,-1.79473655868761e+02°)
1.94984459975803e+03	(-8.26118921391897e+01dB,-1.79488157047215e+02°)
1.99526231496886e+03	(-8.30119063211534e+01dB,-1.79502483859222e+02°)
2.04173794466951e+03	(-8.34119201280939e+01dB,-1.79516650853950e+02°)
2.08929613085402e+03	(-8.38119335872855e+01dB,-1.79530672992170e+02°)
2.13796208950221e+03	(-8.42119467249693e+01dB,-1.79544565689752e+02°)
2.18776162394953e+03	(-8.46119595663640e+01dB,-1.79558344863939e+02°)
2.23872113856832e+03	(-8.50119721356693e+01dB,-1.79572026982608e+02°)
2.29086765276775e+03	(-8.54119844560589e+01dB,-1.79585629116741e+02°)
2.34422881531990e+03	(-8.58119965496635e+01dB,-1.79599168996339e+02°)
2.39883291901947e+03	(-8.62120084375407e+01dB,-1.79612665070034e+02°)
2.45470891568501e+03	(-8.66120201396325e+01dB,-1.79626136568669e+02°)
2.51188643150955e+03	(-8.70120316747062e+01dB,-1.79639603573144e+02°)
2.57039578276884e+03	(-8.74120430602790e+01dB,-1.79653087086821e+02°)
2.63026799189535e+03	(-8.78120543125220e+01dB,-1.79666609112847e+02°)
2.69153480392689e+03	(-8.82120654461420e+01dB,-1.79680192736727e+02°)
2.75422870333814e+03	(-8.86120764742378e+01dB,-1.79693862214544e+02°)
2.81838293126442e+03	(-8.90120874081269e+01dB,-1.79707643067236e+02°)
2.88403150312658e+03	(-8.94120982571384e+01dB,-1.79721562181354e+02°)
2.95120922666635e+03	(-8.98121090283681e+01dB,-1.79735647916790e+02°)
3.01995172040198e+03	(-9.02121197263891e+01dB,-1.79749930221965e+02°)
3.09029543251356e+03	(-9.06121303529122e+01dB,-1.79764440757014e+02°)
3.16227766016835e+03	(-9.10121409063885e+01dB,-1.79779213025562e+02°)
